Fecha,Ciudad,Tipo_Hospedaje,Precio_Noche_USD,Noches,Precio_Total_USD
2022-08-07,Estambul,Hotel 5 estrellas,742.31,6,4453.86
2024-08-18,Río de Janeiro,Hotel 4 estrellas,223.87,11,2462.57
2022-10-31,Ámsterdam,Hotel 3 estrellas,126.09,2,252.18
2023-01-15,Londres,Hotel 4 estrellas,136.34,7,954.38
2023-06-16,París,Hostal,38.71,9,348.39
2024-10-30,Ámsterdam,Hotel 4 estrellas,144.22,1,144.22
2024-02-28,Buenos Aires,Hotel 2 estrellas,71.21,5,356.05
2023-02-12,Ciudad de México,Hotel 5 estrellas,652.1,4,2608.4
2023-05-19,Berlín,Hotel 5 estrellas,518.61,6,3111.66
2022-10-09,Ciudad del Cabo,Hostal,40.65,1,40.65
2025-02-07,Toronto,Hotel 3 estrellas,129.92,11,1429.12
2022-09-11,Toronto,Hotel 3 estrellas,134.78,11,1482.58
2025-01-06,Roma,Hotel 2 estrellas,58.6,13,761.8
2022-10-22,Toronto,Hotel 5 estrellas,467.67,1,467.67
2024-05-28,Toronto,Hotel 2 estrellas,70.68,12,848.16
2024-11-14,Berlín,Hostal,42.66,6,255.96
2024-11-20,Estambul,Hotel 5 estrellas,818.76,8,6550.08
2024-07-04,Londres,Airbnb,66.75,3,200.25
2024-12-30,Barcelona,Hostal,48.67,6,292.02
2024-11-26,Berlín,Hotel 2 estrellas,52.73,3,158.19
2024-04-26,Singapur,Hotel 4 estrellas,103.51,3,310.53
2022-11-09,Ciudad del Cabo,Hostal,26.76,12,321.12
2023-12-16,Lima,Hotel 3 estrellas,119.85,6,719.1
2024-07-16,Moscú,Hotel 5 estrellas,564.98,8,4519.84
2024-09-02,San Francisco,Hotel 3 estrellas,61.13,14,855.82
2022-07-04,Tokio,Hostal,28.3,6,169.8
2022-06-13,Berlín,Hotel 4 estrellas,176.87,8,1414.96
2023-05-02,Singapur,Airbnb,83.71,9,753.39
2023-10-26,Nueva York,Airbnb,53.8,14,753.2
2022-08-22,París,Hotel 3 estrellas,149.71,13,1946.23
2023-07-10,Lima,Hotel 4 estrellas,169.55,3,508.65
2023-05-04,Ciudad del Cabo,Hotel 4 estrellas,146.87,9,1321.83
2023-08-30,Barcelona,Hostal,32.96,11,362.56
2024-05-17,Seúl,Hotel 4 estrellas,161.15,12,1933.8
2023-02-26,Buenos Aires,Hotel 3 estrellas,110.58,5,552.9
2022-06-24,Roma,Airbnb,134.52,4,538.08
2024-03-27,Roma,Hostal,40.97,9,368.73
2024-08-16,Nueva York,Hotel 5 estrellas,824.74,3,2474.22
2023-04-09,El Cairo,Hostal,26.7,11,293.7
2023-06-27,Roma,Airbnb,191.54,9,1723.86
2022-06-15,El Cairo,Hotel 5 estrellas,535.37,13,6959.81
2023-10-18,Río de Janeiro,Airbnb,101.28,9,911.52
2023-12-04,Bangkok,Hotel 2 estrellas,54.52,1,54.52
2024-09-08,Bangkok,Hotel 3 estrellas,109.42,8,875.36
2025-02-08,Lima,Hotel 3 estrellas,64.47,11,709.17
2024-06-17,Praga,Airbnb,59.17,10,591.7
2024-09-20,Ciudad del Cabo,Hostal,20.69,14,289.66
2025-02-22,Ámsterdam,Hostal,16.17,9,145.53
2023-06-01,Ciudad del Cabo,Hostal,35.97,5,179.85
2024-08-02,Roma,Hotel 3 estrellas,126.63,8,1013.04
2023-09-15,Nueva York,Hotel 3 estrellas,75.14,8,601.12
2024-12-10,Barcelona,Hotel 5 estrellas,334.08,7,2338.56
2023-05-17,Londres,Hostal,33.21,8,265.68
2025-03-28,Toronto,Airbnb,125.8,12,1509.6
2022-07-10,Praga,Hotel 5 estrellas,544.95,10,5449.5
2022-07-16,Río de Janeiro,Hotel 2 estrellas,52.21,7,365.47
2025-04-08,Ciudad del Cabo,Hotel 2 estrellas,63.71,4,254.84
2023-11-22,Barcelona,Hotel 3 estrellas,98.92,6,593.52
2024-01-01,Ámsterdam,Airbnb,189.96,1,189.96
2025-03-04,Berlín,Hotel 2 estrellas,40.59,12,487.08
2024-04-01,Sídney,Hostal,25.55,14,357.7
2022-11-15,Bangkok,Hotel 5 estrellas,267.53,10,2675.3
2023-06-24,Delhi,Hotel 3 estrellas,69.42,14,971.88
2023-01-08,Lima,Airbnb,40.04,3,120.12
2023-07-12,París,Hotel 2 estrellas,78.32,2,156.64
2023-10-14,Londres,Airbnb,33.01,12,396.12
2023-04-16,Bangkok,Hotel 3 estrellas,104.43,14,1462.02
2024-01-21,Río de Janeiro,Hotel 5 estrellas,873.05,14,12222.7
2023-02-09,Sídney,Hostal,31.93,14,447.02
2025-02-23,Londres,Hotel 5 estrellas,925.07,4,3700.28
2022-10-30,Sídney,Hotel 2 estrellas,77.81,3,233.43
2023-11-04,Ámsterdam,Hotel 2 estrellas,62.69,5,313.45
2024-02-15,Estambul,Hotel 4 estrellas,116.61,5,583.05
2024-03-20,Toronto,Hostal,12.91,14,180.74
2024-08-20,Ciudad del Cabo,Hostal,30.48,10,304.8
2024-09-20,Bangkok,Hostal,18.38,11,202.18
2024-06-03,Bangkok,Hotel 3 estrellas,137.75,11,1515.25
2025-03-16,Seúl,Hotel 3 estrellas,102.84,11,1131.24
2023-08-14,Bangkok,Hotel 4 estrellas,133.19,6,799.14
2024-11-11,Lima,Hotel 3 estrellas,118.91,4,475.64
2023-06-14,Seúl,Hotel 3 estrellas,60.32,10,603.2
2024-04-14,Delhi,Hotel 2 estrellas,67.1,4,268.4
2023-12-09,Nueva York,Hostal,16.2,14,226.8
2023-07-22,Praga,Hotel 5 estrellas,504.31,1,504.31
2024-09-21,Berlín,Hotel 3 estrellas,60.25,2,120.5
2024-04-08,Dubái,Hotel 4 estrellas,159.2,8,1273.6
2023-01-28,El Cairo,Hostal,37.57,11,413.27
2022-08-26,París,Hostal,16.85,5,84.25
2023-10-15,Lima,Airbnb,67.67,10,676.7
2024-09-02,Ciudad de México,Hotel 4 estrellas,111.76,11,1229.36
2025-01-17,Praga,Hotel 3 estrellas,96.67,9,870.03
2022-07-20,Seúl,Hostal,12.72,2,25.44
2023-03-22,Barcelona,Hotel 4 estrellas,113.28,3,339.84
2023-08-28,El Cairo,Hotel 2 estrellas,45.63,8,365.04
2025-04-10,Estambul,Hotel 5 estrellas,885.8,6,5314.8
2025-04-25,Estambul,Hostal,19.43,10,194.3
2024-09-25,Londres,Hotel 5 estrellas,823.47,6,4940.82
2023-01-12,Delhi,Airbnb,142.71,7,998.97
2024-05-13,Singapur,Hotel 3 estrellas,98.29,11,1081.19
2023-06-03,Estambul,Hostal,25.5,5,127.5
2022-09-14,San Francisco,Airbnb,154.94,5,774.7
2024-01-30,Toronto,Hostal,22.67,10,226.7
2023-02-15,Sídney,Airbnb,156.51,9,1408.59
2023-10-03,Río de Janeiro,Hotel 5 estrellas,989.49,13,12863.37
2023-12-01,Tokio,Hotel 4 estrellas,237.85,6,1427.1
2025-02-03,Londres,Hotel 4 estrellas,231.53,6,1389.18
2022-11-05,Ciudad de México,Hotel 5 estrellas,652.17,7,4565.19
2023-07-24,Barcelona,Hotel 2 estrellas,60.44,12,725.28
2023-06-17,Nueva York,Hotel 5 estrellas,383.31,10,3833.1
2024-08-15,Praga,Hotel 2 estrellas,50.68,1,50.68
2022-11-27,Buenos Aires,Hotel 2 estrellas,63.81,8,510.48
2022-12-21,Tokio,Hotel 4 estrellas,139.66,5,698.3
2023-06-06,Tokio,Hotel 4 estrellas,208.41,6,1250.46
2023-01-23,Praga,Hostal,23.44,4,93.76
2022-10-22,Bangkok,Hotel 2 estrellas,75.84,14,1061.76
2024-07-09,Toronto,Hotel 5 estrellas,269.63,7,1887.41
2024-12-24,París,Hotel 3 estrellas,103.3,10,1033.0
2022-06-07,Barcelona,Hostal,28.42,9,255.78
2023-11-05,Delhi,Hotel 4 estrellas,118.41,2,236.82
2024-07-11,Nueva York,Hotel 2 estrellas,73.21,6,439.26
2024-12-20,París,Hotel 5 estrellas,751.73,1,751.73
2022-06-29,Tokio,Hotel 5 estrellas,583.8,10,5838.0
2023-03-28,Buenos Aires,Hotel 3 estrellas,83.34,5,416.7
2023-11-10,Praga,Airbnb,162.92,4,651.68
2022-11-11,Ámsterdam,Hotel 4 estrellas,169.25,14,2369.5
2024-10-30,Buenos Aires,Hotel 5 estrellas,345.2,3,1035.6
2022-09-23,Tokio,Hotel 5 estrellas,954.32,12,11451.84
2022-09-10,Delhi,Hostal,25.26,7,176.82
2022-09-01,Delhi,Hotel 2 estrellas,72.31,11,795.41
2024-05-09,Singapur,Hotel 2 estrellas,68.7,2,137.4
2024-03-25,Tokio,Hotel 2 estrellas,41.89,12,502.68
2023-01-13,Singapur,Hostal,30.64,6,183.84
2024-05-01,Londres,Hotel 3 estrellas,116.62,6,699.72
2023-10-11,Toronto,Airbnb,184.35,6,1106.1
2022-06-22,Tokio,Hotel 4 estrellas,115.33,10,1153.3
2023-06-18,San Francisco,Hotel 4 estrellas,118.41,8,947.28
2022-10-27,Estambul,Hostal,10.96,6,65.76
2022-06-14,Tokio,Hotel 2 estrellas,53.46,13,694.98
2025-03-06,Moscú,Hotel 5 estrellas,658.34,6,3950.04
2024-06-14,Buenos Aires,Airbnb,75.8,5,379.0
2023-01-30,Delhi,Hostal,33.54,12,402.48
2023-11-17,Buenos Aires,Hostal,17.18,2,34.36
2023-02-09,San Francisco,Hostal,21.23,6,127.38
2023-11-17,Dubái,Hotel 3 estrellas,105.92,7,741.44
2024-07-07,Ciudad del Cabo,Hotel 5 estrellas,220.17,10,2201.7
2022-11-02,Estambul,Airbnb,82.53,4,330.12
2024-02-19,Buenos Aires,Hotel 3 estrellas,77.16,11,848.76
2023-02-02,El Cairo,Hotel 4 estrellas,163.79,2,327.58
2023-11-17,Ciudad del Cabo,Hotel 4 estrellas,134.6,12,1615.2
2024-12-30,Toronto,Hotel 3 estrellas,98.53,2,197.06
2024-08-27,Roma,Hotel 5 estrellas,649.11,13,8438.43
2022-06-29,Buenos Aires,Hotel 3 estrellas,85.54,2,171.08
2022-07-24,Ámsterdam,Airbnb,158.11,12,1897.32
2023-04-29,San Francisco,Hotel 4 estrellas,183.42,1,183.42
2023-10-12,Delhi,Hotel 5 estrellas,416.63,8,3333.04
2023-08-26,Buenos Aires,Hotel 5 estrellas,399.79,6,2398.74
2024-11-26,Praga,Hotel 5 estrellas,238.55,7,1669.85
2023-04-12,Delhi,Hostal,43.62,3,130.86
2023-03-31,Seúl,Hotel 3 estrellas,64.06,4,256.24
2023-05-08,Río de Janeiro,Airbnb,163.62,5,818.1
2025-02-25,Singapur,Hostal,40.38,12,484.56
2022-09-22,Seúl,Airbnb,158.75,4,635.0
2023-06-21,Singapur,Hostal,43.96,4,175.84
2023-01-09,Londres,Hotel 2 estrellas,48.72,3,146.16
2023-09-14,Londres,Airbnb,123.14,3,369.42
2022-07-16,Sídney,Hotel 4 estrellas,133.12,3,399.36
2023-08-14,París,Hotel 2 estrellas,41.43,10,414.3
2024-06-09,Toronto,Hostal,43.9,1,43.9
2023-03-07,París,Hotel 3 estrellas,149.22,1,149.22
2023-10-15,Nueva York,Airbnb,74.08,5,370.4
2024-12-03,Bangkok,Hotel 2 estrellas,44.02,12,528.24
2023-06-03,Delhi,Hotel 2 estrellas,58.65,7,410.55
2024-06-24,Ciudad del Cabo,Hotel 5 estrellas,698.48,6,4190.88
2022-06-11,París,Hotel 4 estrellas,168.9,14,2364.6
2024-08-05,Ciudad de México,Hotel 5 estrellas,857.17,13,11143.21
2022-09-08,Bangkok,Airbnb,118.84,7,831.88
2025-03-04,Roma,Hotel 2 estrellas,43.13,8,345.04
2023-02-09,Berlín,Hostal,33.92,12,407.04
2025-04-13,Praga,Hotel 3 estrellas,135.33,3,405.99
2025-03-10,Sídney,Hotel 2 estrellas,74.57,10,745.7
2024-05-30,Sídney,Hotel 3 estrellas,93.75,14,1312.5
2024-11-27,Dubái,Hotel 5 estrellas,695.9,9,6263.1
2023-10-28,Lima,Hotel 3 estrellas,132.84,13,1726.92
2024-11-06,Barcelona,Airbnb,44.87,12,538.44
2023-05-13,Praga,Hotel 5 estrellas,599.8,4,2399.2
2024-08-04,El Cairo,Hostal,10.4,4,41.6
2023-07-11,Delhi,Hotel 3 estrellas,104.63,1,104.63
2025-02-20,Ciudad de México,Hotel 4 estrellas,204.03,14,2856.42
2024-08-31,Dubái,Hotel 3 estrellas,104.23,7,729.61
2024-04-03,Londres,Hotel 5 estrellas,649.73,10,6497.3
2025-04-09,París,Hotel 4 estrellas,108.55,7,759.85
2023-07-11,Roma,Hotel 2 estrellas,77.28,14,1081.92
2025-04-12,Toronto,Hotel 4 estrellas,108.04,13,1404.52
2022-11-01,Tokio,Hostal,43.29,14,606.06
2023-10-08,Estambul,Hotel 4 estrellas,247.41,9,2226.69
2024-10-19,Berlín,Hotel 3 estrellas,63.74,6,382.44
2022-07-13,Praga,Hotel 4 estrellas,177.31,6,1063.86
2024-07-09,Ciudad del Cabo,Hotel 4 estrellas,245.4,13,3190.2
2023-07-28,Ámsterdam,Hotel 4 estrellas,128.14,9,1153.26
2023-01-24,Ciudad de México,Hotel 2 estrellas,79.52,2,159.04
2023-11-28,Singapur,Hostal,36.79,4,147.16
2024-09-12,Bangkok,Hostal,42.68,11,469.48
2023-05-01,Río de Janeiro,Airbnb,122.46,2,244.92
2023-07-18,Barcelona,Hotel 5 estrellas,998.44,7,6989.08
2022-05-30,Ámsterdam,Hostal,17.19,12,206.28
2023-04-20,Lima,Hotel 2 estrellas,56.31,8,450.48
2024-06-30,Sídney,Hotel 3 estrellas,67.07,10,670.7
2024-05-07,San Francisco,Hostal,30.81,14,431.34
2025-01-06,Estambul,Hotel 2 estrellas,65.97,5,329.85
2022-08-17,Ciudad del Cabo,Airbnb,147.06,8,1176.48
2023-09-26,El Cairo,Hotel 2 estrellas,65.59,8,524.72
2024-02-15,El Cairo,Hotel 5 estrellas,817.98,11,8997.78
2023-10-20,El Cairo,Hotel 2 estrellas,42.1,6,252.6
2024-01-19,Buenos Aires,Hotel 4 estrellas,157.92,3,473.76
2024-05-20,Buenos Aires,Airbnb,63.98,13,831.74
2023-10-25,Toronto,Hotel 5 estrellas,669.73,2,1339.46
2022-12-31,Singapur,Airbnb,69.21,8,553.68
2023-12-16,El Cairo,Hotel 2 estrellas,61.0,6,366.0
2024-07-16,Delhi,Hotel 2 estrellas,46.14,6,276.84
2024-10-17,Buenos Aires,Airbnb,180.98,11,1990.78
2024-06-28,Nueva York,Hotel 3 estrellas,71.44,13,928.72
2023-04-06,Barcelona,Airbnb,88.89,14,1244.46
2024-02-13,Tokio,Hotel 3 estrellas,145.03,14,2030.42
2022-06-10,Praga,Hotel 3 estrellas,125.27,13,1628.51
2023-08-28,Toronto,Airbnb,80.77,4,323.08
2023-10-25,Moscú,Hotel 5 estrellas,659.07,5,3295.35
2024-03-22,Dubái,Hotel 2 estrellas,69.91,8,559.28
2024-09-26,Barcelona,Hotel 3 estrellas,138.67,3,416.01
2024-08-09,Tokio,Hotel 3 estrellas,78.41,8,627.28
2025-02-14,Ámsterdam,Hotel 5 estrellas,385.84,14,5401.76
2024-07-04,San Francisco,Hostal,36.28,9,326.52
2023-06-27,San Francisco,Hotel 5 estrellas,372.4,11,4096.4
2024-10-10,Buenos Aires,Hotel 3 estrellas,75.96,7,531.72
2025-03-23,Moscú,Hotel 3 estrellas,110.83,11,1219.13
2024-07-28,Berlín,Hostal,45.17,9,406.53
2024-09-26,Estambul,Hotel 2 estrellas,54.95,3,164.85
2022-07-23,Dubái,Hotel 2 estrellas,43.93,12,527.16
2022-12-12,Roma,Hostal,24.35,14,340.9
2024-03-05,Dubái,Airbnb,45.09,6,270.54
2022-06-24,Estambul,Airbnb,38.55,6,231.3
2024-11-30,París,Hotel 2 estrellas,51.21,7,358.47
2023-06-02,Estambul,Hotel 5 estrellas,720.22,11,7922.42
2023-09-17,Bangkok,Hotel 2 estrellas,78.63,11,864.93
2024-04-26,Estambul,Hotel 2 estrellas,78.2,7,547.4
2024-02-15,Roma,Hostal,30.35,12,364.2
2024-09-19,Sídney,Hostal,44.8,13,582.4
2024-10-01,Sídney,Hotel 2 estrellas,65.39,14,915.46
2022-12-16,Buenos Aires,Hotel 4 estrellas,195.97,5,979.85
2024-09-15,Buenos Aires,Hotel 4 estrellas,105.1,8,840.8
2024-01-29,Singapur,Hostal,17.92,13,232.96
2024-02-06,Río de Janeiro,Hotel 5 estrellas,901.81,1,901.81
2022-09-12,Tokio,Hotel 4 estrellas,201.56,14,2821.84
2025-04-14,Toronto,Hostal,48.45,9,436.05
2022-10-24,San Francisco,Hostal,48.01,7,336.07
2022-06-26,Moscú,Airbnb,56.91,10,569.1
2024-01-27,El Cairo,Hostal,26.78,14,374.92
2024-03-09,Delhi,Airbnb,37.09,11,407.99
2023-10-04,Toronto,Hotel 2 estrellas,54.08,3,162.24
2022-08-09,Estambul,Hotel 5 estrellas,819.6,13,10654.8
2025-03-07,Londres,Hotel 3 estrellas,130.7,12,1568.4
2025-01-21,Estambul,Hotel 4 estrellas,242.6,4,970.4
2024-09-09,Seúl,Airbnb,43.39,8,347.12
2023-03-22,París,Hotel 4 estrellas,180.81,1,180.81
2024-10-27,Berlín,Hostal,17.09,1,17.09
2024-08-18,El Cairo,Hotel 4 estrellas,201.5,8,1612.0
2024-12-09,San Francisco,Hotel 2 estrellas,43.64,13,567.32
2024-06-20,Singapur,Hotel 2 estrellas,60.82,7,425.74
2023-01-25,Lima,Airbnb,51.09,1,51.09
2022-10-13,Ciudad del Cabo,Hotel 2 estrellas,55.07,14,770.98
2024-08-21,Tokio,Hostal,30.09,1,30.09
2023-02-22,Seúl,Hotel 4 estrellas,140.61,9,1265.49
2023-08-21,Estambul,Hotel 3 estrellas,145.38,3,436.14
2023-04-13,Río de Janeiro,Hotel 4 estrellas,184.57,13,2399.41
2024-03-07,Delhi,Hotel 5 estrellas,944.08,14,13217.12
2023-08-28,Tokio,Hotel 4 estrellas,173.76,9,1563.84
2025-02-21,Ámsterdam,Hotel 5 estrellas,738.24,11,8120.64
2022-10-09,Sídney,Hostal,21.44,4,85.76
2024-04-28,Barcelona,Hotel 2 estrellas,44.93,14,629.02
2024-06-03,San Francisco,Hotel 4 estrellas,148.71,7,1040.97
2023-09-15,San Francisco,Airbnb,35.0,14,490.0
2023-09-08,Berlín,Hotel 4 estrellas,159.03,13,2067.39
2025-04-13,Río de Janeiro,Hotel 2 estrellas,55.02,14,770.28
2023-10-26,Roma,Hostal,23.75,9,213.75
2022-07-06,Buenos Aires,Airbnb,100.53,13,1306.89
2023-04-26,Delhi,Hotel 2 estrellas,57.67,7,403.69
2023-04-29,Sídney,Hotel 4 estrellas,249.53,2,499.06
2023-08-07,Delhi,Hotel 3 estrellas,115.79,11,1273.69
2023-02-26,San Francisco,Hotel 5 estrellas,685.13,10,6851.3
2023-04-01,Tokio,Hotel 5 estrellas,203.2,12,2438.4
2024-02-10,Delhi,Airbnb,93.2,8,745.6
2024-04-17,Berlín,Hostal,39.96,9,359.64
2024-03-22,Tokio,Hotel 2 estrellas,51.02,3,153.06
2024-07-11,Río de Janeiro,Hostal,30.31,5,151.55
2023-05-02,Moscú,Hotel 5 estrellas,201.34,7,1409.38
2023-09-25,Estambul,Hotel 5 estrellas,674.74,1,674.74
2023-05-13,El Cairo,Hotel 4 estrellas,189.19,12,2270.28
2023-07-24,Nueva York,Airbnb,72.03,12,864.36
2024-07-19,Seúl,Hostal,39.28,9,353.52
2024-03-20,Lima,Hostal,28.71,13,373.23
2024-12-12,Londres,Hostal,45.85,3,137.55
2024-08-13,Barcelona,Hotel 5 estrellas,571.56,1,571.56
2024-01-28,Ciudad de México,Hotel 4 estrellas,247.89,4,991.56
2024-09-03,Bangkok,Hotel 2 estrellas,47.62,5,238.1
2024-02-14,Río de Janeiro,Hotel 4 estrellas,111.51,4,446.04
2023-02-13,Bangkok,Hotel 4 estrellas,214.91,2,429.82
2023-01-27,Toronto,Hotel 4 estrellas,158.8,7,1111.6
2024-07-23,Singapur,Airbnb,187.48,1,187.48
2022-12-08,Berlín,Hotel 4 estrellas,244.33,13,3176.29
2023-11-16,Berlín,Hotel 2 estrellas,68.43,1,68.43
2024-04-17,Seúl,Hotel 4 estrellas,122.02,11,1342.22
2023-12-09,París,Airbnb,128.63,8,1029.04
2025-02-20,París,Hotel 4 estrellas,170.63,2,341.26
2023-01-05,Bangkok,Hotel 4 estrellas,160.41,6,962.46
2025-01-02,Estambul,Hotel 3 estrellas,135.1,4,540.4
2022-08-06,Londres,Hotel 4 estrellas,127.84,1,127.84
2023-01-18,Seúl,Airbnb,95.7,8,765.6
2023-04-06,Moscú,Hotel 5 estrellas,786.33,10,7863.3
2022-12-11,Berlín,Hotel 5 estrellas,275.52,4,1102.08
2024-03-10,San Francisco,Hostal,20.22,6,121.32
2023-01-23,Singapur,Hotel 4 estrellas,245.13,6,1470.78
2022-08-06,Toronto,Hotel 3 estrellas,75.83,5,379.15
2025-03-08,Ciudad del Cabo,Hotel 3 estrellas,117.27,10,1172.7
2024-01-07,Nueva York,Hotel 5 estrellas,502.36,14,7033.04
2022-10-19,Ciudad del Cabo,Hostal,12.49,9,112.41
2023-10-17,Bangkok,Hotel 2 estrellas,63.15,11,694.65
2024-07-28,Río de Janeiro,Hotel 4 estrellas,172.96,11,1902.56
2022-09-03,Bangkok,Hotel 4 estrellas,230.42,13,2995.46
2023-11-01,Praga,Airbnb,129.0,7,903.0
2022-07-03,Tokio,Airbnb,94.41,2,188.82
2022-12-15,Buenos Aires,Hostal,24.23,4,96.92
2023-06-13,Barcelona,Hotel 5 estrellas,576.08,3,1728.24
2024-06-27,Praga,Hotel 5 estrellas,625.61,5,3128.05
2025-02-10,Berlín,Hostal,42.02,13,546.26
2023-10-08,Singapur,Hotel 2 estrellas,75.94,2,151.88
2023-05-26,Delhi,Hotel 2 estrellas,62.9,10,629.0
2022-06-20,Bangkok,Hotel 4 estrellas,247.83,2,495.66
2024-04-13,Ámsterdam,Hotel 2 estrellas,63.29,1,63.29
2023-11-30,Berlín,Hotel 5 estrellas,612.8,13,7966.4
2023-06-17,Estambul,Hotel 2 estrellas,50.0,14,700.0
2025-03-23,Dubái,Hotel 4 estrellas,161.36,5,806.8
2022-12-02,El Cairo,Hostal,38.71,13,503.23
2025-02-14,Nueva York,Hotel 5 estrellas,757.65,10,7576.5
2025-01-13,Singapur,Hotel 4 estrellas,216.94,8,1735.52
2024-09-24,Dubái,Hotel 3 estrellas,135.5,7,948.5
2022-08-03,Moscú,Hotel 2 estrellas,68.55,14,959.7
2025-03-08,Roma,Hotel 3 estrellas,130.62,12,1567.44
2024-12-13,Buenos Aires,Hotel 5 estrellas,346.78,13,4508.14
2024-01-02,Berlín,Hotel 2 estrellas,66.1,3,198.3
2022-12-21,Ciudad de México,Hostal,10.68,12,128.16
2022-07-24,Estambul,Hostal,48.37,12,580.44
2022-06-05,Lima,Hotel 4 estrellas,227.08,9,2043.72
2024-06-21,Singapur,Hotel 4 estrellas,178.59,14,2500.26
2024-07-15,Ámsterdam,Hostal,40.45,6,242.7
2024-08-04,Dubái,Hotel 5 estrellas,712.41,8,5699.28
2023-12-12,Tokio,Hotel 5 estrellas,854.26,11,9396.86
2022-09-25,El Cairo,Hotel 2 estrellas,78.57,10,785.7
2023-06-05,Ámsterdam,Hotel 2 estrellas,56.69,13,736.97
2023-02-08,Tokio,Airbnb,106.96,2,213.92
2023-11-07,El Cairo,Hotel 2 estrellas,60.63,2,121.26
2023-03-09,Lima,Hostal,13.23,7,92.61
2023-07-01,Barcelona,Hotel 4 estrellas,115.25,3,345.75
2024-05-14,Ámsterdam,Airbnb,169.76,2,339.52
2025-03-03,Toronto,Hotel 4 estrellas,157.31,10,1573.1
2022-11-22,Berlín,Hotel 5 estrellas,560.58,4,2242.32
2023-01-31,Nueva York,Hotel 5 estrellas,617.69,3,1853.07
2024-02-29,Barcelona,Hotel 5 estrellas,400.66,10,4006.6
2023-01-02,Toronto,Hostal,37.53,4,150.12
2022-10-25,Río de Janeiro,Hotel 4 estrellas,146.51,14,2051.14
2023-09-01,Bangkok,Hostal,24.63,7,172.41
2023-11-30,Roma,Hotel 5 estrellas,742.96,6,4457.76
2024-12-05,Ciudad del Cabo,Hotel 4 estrellas,218.58,3,655.74
2025-03-19,Nueva York,Hotel 5 estrellas,625.39,1,625.39
2023-01-02,Dubái,Hostal,36.77,6,220.62
2023-10-03,Roma,Hostal,28.03,2,56.06
2025-01-14,Delhi,Hotel 5 estrellas,603.69,3,1811.07
2022-10-24,Singapur,Airbnb,125.73,13,1634.49
2024-06-30,Estambul,Hotel 4 estrellas,176.14,10,1761.4
2023-11-14,Sídney,Hostal,29.41,2,58.82
2025-03-16,Seúl,Hotel 3 estrellas,123.72,2,247.44
2025-04-15,Buenos Aires,Airbnb,186.25,6,1117.5
2024-04-24,Lima,Hotel 3 estrellas,80.35,13,1044.55
2023-09-07,París,Hotel 5 estrellas,276.32,5,1381.6
2024-02-22,Roma,Hotel 3 estrellas,91.2,9,820.8
2023-11-22,Tokio,Hotel 5 estrellas,650.24,10,6502.4
2022-09-09,Londres,Hotel 3 estrellas,63.51,13,825.63
2025-04-16,Ciudad del Cabo,Hotel 3 estrellas,83.44,5,417.2
2024-12-15,Berlín,Hotel 5 estrellas,242.36,6,1454.16
2023-02-25,Ciudad de México,Hotel 3 estrellas,140.26,5,701.3
2023-01-01,Lima,Hotel 2 estrellas,53.3,11,586.3
2022-09-26,Nueva York,Hotel 2 estrellas,60.1,9,540.9
2022-08-30,París,Airbnb,133.85,1,133.85
2024-01-06,Ámsterdam,Hotel 4 estrellas,232.38,12,2788.56
2024-05-17,Ámsterdam,Hotel 2 estrellas,45.92,14,642.88
2023-03-15,Sídney,Hostal,11.37,10,113.7
2022-06-29,Moscú,Hotel 5 estrellas,440.69,10,4406.9
2023-05-23,Dubái,Hotel 4 estrellas,112.29,4,449.16
2022-11-16,Ciudad del Cabo,Hotel 5 estrellas,652.46,1,652.46
2024-06-14,Nueva York,Hotel 4 estrellas,147.55,7,1032.85
2023-11-11,Ámsterdam,Airbnb,86.06,1,86.06
2024-01-25,Buenos Aires,Hostal,32.48,11,357.28
2023-04-14,Río de Janeiro,Airbnb,77.81,1,77.81
2024-04-24,Toronto,Hotel 3 estrellas,125.1,10,1251.0
2023-07-09,París,Hotel 4 estrellas,103.47,6,620.82
2022-06-27,Toronto,Hostal,38.15,10,381.5
2024-11-10,Sídney,Hotel 5 estrellas,231.01,7,1617.07
2023-03-10,Londres,Hostal,31.66,12,379.92
2023-01-11,Singapur,Hotel 4 estrellas,224.91,12,2698.92
2024-08-26,Seúl,Hotel 3 estrellas,72.82,11,801.02
2024-05-30,Ámsterdam,Hostal,43.31,12,519.72
2023-11-13,Ciudad de México,Hostal,34.79,2,69.58
2024-12-28,Bangkok,Hotel 4 estrellas,135.71,3,407.13
2024-01-24,Tokio,Hotel 4 estrellas,122.96,3,368.88
2024-10-31,Lima,Airbnb,121.19,9,1090.71
2024-06-03,El Cairo,Hotel 4 estrellas,114.57,6,687.42
2024-02-14,Dubái,Hostal,47.43,7,332.01
2024-03-08,Barcelona,Hostal,11.73,11,129.03
2024-12-31,Ciudad de México,Hotel 3 estrellas,138.06,13,1794.78
2024-12-05,Moscú,Hotel 5 estrellas,897.97,11,9877.67
2024-08-20,Buenos Aires,Hostal,40.72,12,488.64
2024-01-02,San Francisco,Hotel 5 estrellas,262.63,3,787.89
2023-12-17,Ciudad del Cabo,Hotel 2 estrellas,76.42,7,534.94
2024-10-16,Ciudad del Cabo,Hotel 3 estrellas,71.43,12,857.16
2025-01-25,Río de Janeiro,Hostal,34.06,4,136.24
2023-07-04,Dubái,Hotel 5 estrellas,605.79,5,3028.95
